account_id,customer_id,credit_limit_usd,fico_score,apr_percent,risk_band
855,855,5815,675,17.22,Medium
856,856,9135,676,18.88,Medium
857,857,9354,575,20.97,VeryHigh
858,858,10221,622,21.8,High
859,859,14736,568,21.5,VeryHigh
860,860,10846,687,20.63,Medium
861,861,10028,634,15.96,High
862,862,22582,724,15.97,Medium
863,863,97263,678,20.45,Medium
864,864,28105,596,21.78,High
865,865,25390,738,17.32,Medium
866,866,30634,687,16.82,Medium
867,867,25451,658,18.57,High
868,868,9125,734,12.73,Medium
869,869,32388,624,22.93,High
870,870,16064,648,19.19,High
871,871,4220,606,23.81,High
872,872,17094,708,17.68,Medium
873,873,12561,675,17.84,Medium
874,874,5366,609,21.09,High
875,875,11361,573,20.56,VeryHigh
876,876,129270,752,15.94,Low
877,877,3467,588,21.55,High
878,878,5456,612,21.23,High
879,879,29301,752,15.68,Low
880,880,16965,748,15.03,Low
881,881,4416,621,21.5,High
882,882,21585,703,16.42,Medium
883,883,32898,623,19.66,High
884,884,27285,720,18.65,Medium
885,885,7925,660,15.92,High
886,886,8901,670,18.94,Medium
887,887,13934,685,18.87,Medium
888,888,4134,581,21.2,High
889,889,7997,610,20.42,High
890,890,11884,560,23.93,VeryHigh
891,891,2534,636,20.26,High
892,892,7729,604,22.1,High
893,893,6975,576,21.33,VeryHigh
894,894,4186,675,18.03,Medium
895,895,40874,640,17.98,High
896,896,13425,629,20.62,High
897,897,34005,706,15.92,Medium
898,898,5044,588,20.75,High
899,899,3136,616,21.72,High
900,900,21624,638,19.99,High
901,901,45090,634,18.78,High
902,902,23554,672,17.06,Medium
903,903,24661,649,18.19,High
904,904,4156,587,25.51,High
905,905,2446,574,23.35,VeryHigh
906,906,17784,592,21.82,High
907,907,10829,575,22.54,VeryHigh
908,908,42785,695,17.9,Medium
909,909,4160,658,22.05,High
910,910,3435,610,19.0,High
911,911,17775,646,20.68,High
912,912,49214,698,16.48,Medium
913,913,6959,755,18.83,Low
914,914,17254,740,13.51,Low
915,915,13022,704,17.03,Medium
916,916,5173,609,17.44,High
917,917,3681,623,22.18,High
918,918,4223,629,19.69,High
919,919,12405,697,16.83,Medium
920,920,20629,743,15.69,Low
921,921,5672,627,18.52,High
922,922,5001,637,20.5,High
923,923,4346,524,24.78,VeryHigh
924,924,5312,564,19.8,VeryHigh
925,925,4739,641,22.28,High
926,926,9069,650,17.04,High
927,927,24574,669,18.53,High
928,928,14292,670,16.93,Medium
929,929,8827,656,18.58,High
930,930,4277,651,20.94,High
931,931,4514,658,18.09,High
932,932,4544,650,17.42,High
933,933,12311,519,25.21,VeryHigh
934,934,37442,751,15.29,Low
935,935,13972,646,17.31,High
936,936,33081,633,19.34,High
937,937,18942,568,21.43,VeryHigh
938,938,18639,729,15.54,Medium
939,939,10665,578,21.61,VeryHigh
940,940,15782,640,20.18,High
941,941,73048,668,20.88,High
942,942,12775,738,16.28,Medium
943,943,2647,604,20.75,High
944,944,7602,663,18.67,High
945,945,8342,672,16.89,Medium
946,946,17921,710,17.67,Medium
947,947,143280,751,16.6,Low
948,948,10372,636,17.04,High
949,949,8447,537,25.75,VeryHigh
950,950,7542,698,17.98,Medium
951,951,26925,696,17.13,Medium
952,952,3248,674,19.63,Medium
953,953,93249,794,13.55,Low
954,954,68323,699,19.89,Medium
955,955,4261,745,17.24,Low
956,956,24283,701,16.85,Medium
957,957,13486,697,18.97,Medium
958,958,8894,513,22.36,VeryHigh
959,959,47599,677,20.03,Medium
960,960,5684,635,18.08,High
961,961,3259,568,21.46,VeryHigh
962,962,3230,624,19.83,High
963,963,24413,736,16.2,Medium
964,964,6939,713,18.1,Medium
965,965,18631,762,16.99,Low
966,966,5782,640,18.04,High
967,967,12853,700,17.1,Medium
968,968,64686,666,19.23,High
969,969,9760,646,17.5,High
970,970,7567,606,23.79,High
971,971,12484,603,22.8,High
972,972,14797,564,19.87,VeryHigh
973,973,31271,667,19.96,High
974,974,36495,733,16.52,Medium
975,975,97473,766,16.59,Low
976,976,5327,643,18.3,High
977,977,34956,622,20.68,High
978,978,9111,578,24.19,VeryHigh
979,979,54177,615,20.02,High
980,980,10919,685,18.15,Medium
981,981,58418,784,14.14,Low
982,982,43067,700,17.89,Medium
983,983,25950,667,17.43,High
984,984,6608,598,21.1,High
985,985,14945,727,15.47,Medium
986,986,42316,685,15.58,Medium
987,987,20598,689,17.85,Medium
988,988,41853,668,20.23,High
989,989,11530,660,19.18,High
990,990,4176,591,21.85,High
991,991,12034,701,18.35,Medium
992,992,13058,679,18.63,Medium
993,993,47878,623,20.53,High
994,994,10383,735,17.82,Medium
995,995,50631,677,20.84,Medium
996,996,45052,743,15.38,Low
997,997,8629,547,24.49,VeryHigh
998,998,6638,540,26.32,VeryHigh
999,999,22039,661,18.11,High
1000,1000,15538,612,21.61,High
1001,1001,57431,755,16.07,Low
1002,1002,13349,741,15.01,Low
1003,1003,21522,719,16.22,Medium
1004,1004,2285,616,20.8,High
1005,1005,12120,489,21.83,VeryHigh
1006,1006,6727,622,19.2,High
1007,1007,22158,654,18.95,High
1008,1008,19300,775,14.79,Low
1009,1009,13917,555,23.17,VeryHigh
1010,1010,18487,777,14.23,Low
1011,1011,52455,755,16.06,Low
1012,1012,6978,560,21.88,VeryHigh
1013,1013,30741,621,22.48,High
1014,1014,4711,593,20.2,High
1015,1015,152802,728,15.39,Medium
1016,1016,53846,656,19.23,High
1017,1017,10379,607,19.98,High
1018,1018,16513,742,15.99,Low
1019,1019,6040,456,29.04,VeryHigh
1020,1020,25400,815,11.93,VeryLow
1021,1021,4349,544,21.74,VeryHigh
1022,1022,15064,700,19.44,Medium
1023,1023,26247,649,17.87,High
1024,1024,10403,642,19.69,High
1025,1025,9950,606,18.59,High
1026,1026,3210,489,24.79,VeryHigh
1027,1027,8072,636,19.74,High
1028,1028,4102,645,18.24,High
1029,1029,13407,670,18.11,Medium
1030,1030,14523,744,15.72,Low
1031,1031,10558,637,19.77,High
1032,1032,4391,572,23.8,VeryHigh
1033,1033,35488,757,16.05,Low
1034,1034,22169,693,20.72,Medium
1035,1035,8346,604,22.29,High
1036,1036,3306,597,23.1,High
1037,1037,17022,669,20.71,High
1038,1038,10937,750,16.9,Low
1039,1039,2625,526,25.93,VeryHigh
1040,1040,16698,626,21.24,High
1041,1041,8101,554,21.89,VeryHigh
1042,1042,4725,620,20.83,High
1043,1043,26652,739,17.2,Medium
1044,1044,19972,812,12.98,VeryLow
1045,1045,22348,706,17.31,Medium
1046,1046,40645,600,21.85,High
1047,1047,82520,693,18.55,Medium
1048,1048,3304,630,20.4,High
1049,1049,27376,743,15.37,Low
1050,1050,12437,592,21.91,High
1051,1051,9285,617,19.87,High
1052,1052,17910,675,16.76,Medium
1053,1053,5594,693,16.89,Medium
1054,1054,12538,621,19.49,High
1055,1055,69596,722,15.01,Medium
1056,1056,14063,584,21.2,High
1057,1057,10951,661,17.8,High
1058,1058,16052,656,18.35,High
1059,1059,7014,649,18.75,High
1060,1060,2933,506,22.9,VeryHigh
1061,1061,25866,693,16.41,Medium
1062,1062,32218,763,16.93,Low
1063,1063,32879,705,19.44,Medium
1064,1064,15599,595,22.65,High
1065,1065,39198,700,16.39,Medium
1066,1066,69025,779,12.95,Low
1067,1067,11956,707,15.33,Medium
1068,1068,8928,637,21.36,High
1069,1069,13470,673,17.52,Medium
1070,1070,32147,703,19.22,Medium
1071,1071,24588,647,18.31,High
1072,1072,31478,727,16.34,Medium
1073,1073,73019,850,9.46,VeryLow
1074,1074,3713,636,21.13,High
1075,1075,18803,621,16.1,High
1076,1076,13143,640,20.75,High
1077,1077,10301,625,19.15,High
1078,1078,6922,647,18.51,High
1079,1079,100687,744,18.7,Low
1080,1080,42513,759,15.76,Low
1081,1081,23395,616,22.33,High
1082,1082,9469,724,15.41,Medium
1083,1083,5087,638,22.25,High
1084,1084,30525,665,20.38,High
1085,1085,6512,586,18.9,High
1086,1086,29847,637,18.25,High
1087,1087,9694,478,27.13,VeryHigh
1088,1088,37052,640,17.92,High
1089,1089,10781,748,14.2,Low
1090,1090,8035,655,20.19,High
1091,1091,167310,840,13.17,VeryLow
1092,1092,33774,788,14.15,Low
1093,1093,21898,576,20.46,VeryHigh
1094,1094,44503,734,14.09,Medium
1095,1095,10331,672,18.2,Medium
1096,1096,74359,706,19.13,Medium
1097,1097,7877,548,25.89,VeryHigh
1098,1098,19515,669,19.74,High
1099,1099,7972,582,22.03,High
1100,1100,8228,636,16.25,High
1101,1101,31872,661,16.8,High
1102,1102,6378,563,21.15,VeryHigh
1103,1103,57665,783,14.84,Low
1104,1104,24177,684,20.55,Medium
1105,1105,7776,677,17.66,Medium
1106,1106,13280,659,19.44,High
1107,1107,21024,660,20.79,High
1108,1108,95536,756,14.45,Low
1109,1109,3773,717,18.35,Medium
1110,1110,6209,659,20.29,High
1111,1111,8638,665,18.14,High
1112,1112,21082,625,22.13,High
1113,1113,5599,622,20.04,High
1114,1114,51760,717,18.8,Medium
1115,1115,19150,597,22.19,High
1116,1116,4216,652,20.96,High
1117,1117,29911,617,23.88,High
1118,1118,6321,722,15.24,Medium
1119,1119,35389,640,21.27,High
1120,1120,4150,513,25.87,VeryHigh
1121,1121,11305,575,24.33,VeryHigh
1122,1122,2775,548,23.28,VeryHigh
1123,1123,4173,614,21.14,High
1124,1124,67157,703,17.91,Medium
1125,1125,22256,667,19.02,High
1126,1126,53721,734,16.34,Medium
1127,1127,32535,575,21.92,VeryHigh
1128,1128,5847,640,19.26,High
1129,1129,35306,658,17.43,High
1130,1130,4579,529,23.86,VeryHigh
1131,1131,18173,673,19.28,Medium
1132,1132,27626,643,19.42,High
1133,1133,11807,595,21.92,High
1134,1134,13572,677,19.92,Medium
1135,1135,4850,598,22.21,High
1136,1136,25250,673,19.53,Medium
1137,1137,7300,555,22.9,VeryHigh
1138,1138,12644,609,20.76,High
1139,1139,4588,605,22.11,High
1140,1140,9502,545,23.3,VeryHigh
1141,1141,5387,685,18.44,Medium
1142,1142,6182,629,20.11,High
1143,1143,11228,724,17.99,Medium
1144,1144,78350,743,15.49,Low
1145,1145,40547,729,17.18,Medium
1146,1146,49365,745,14.06,Low
1147,1147,27607,726,14.36,Medium
1148,1148,24504,667,16.74,High
1149,1149,10165,643,17.18,High
1150,1150,2925,599,23.66,High
1151,1151,7399,720,16.39,Medium
1152,1152,5213,654,19.72,High
1153,1153,9451,652,19.85,High
1154,1154,77818,679,19.76,Medium
1155,1155,3477,594,21.68,High
1156,1156,25457,710,19.25,Medium
1157,1157,5190,723,16.12,Medium
1158,1158,13255,713,16.47,Medium
1159,1159,11634,557,21.86,VeryHigh
1160,1160,14318,746,17.1,Low
1161,1161,36312,691,16.31,Medium
1162,1162,9775,703,18.08,Medium
1163,1163,13224,628,21.33,High
1164,1164,58260,602,21.73,High
1165,1165,7152,668,19.64,High
1166,1166,31230,616,23.34,High
1167,1167,48644,794,15.26,Low
1168,1168,27178,659,19.31,High
1169,1169,9901,650,20.11,High
1170,1170,10631,680,17.8,Medium
1171,1171,20892,714,17.87,Medium
1172,1172,17414,692,17.91,Medium
1173,1173,16478,743,13.44,Low
1174,1174,17011,630,20.32,High
1175,1175,73847,687,18.68,Medium
1176,1176,3462,636,19.8,High
1177,1177,30512,642,17.61,High
1178,1178,10246,641,21.09,High
1179,1179,3208,544,22.97,VeryHigh
1180,1180,3604,645,20.11,High
1181,1181,5884,662,18.32,High
1182,1182,24559,744,14.44,Low
1183,1183,22074,648,16.22,High
1184,1184,5270,605,21.52,High
1185,1185,24854,673,16.84,Medium
1186,1186,22366,729,16.77,Medium
1187,1187,3780,610,22.06,High
1188,1188,8291,640,19.33,High
1189,1189,13563,706,17.4,Medium
1190,1190,25793,671,16.17,Medium
1191,1191,3643,649,20.71,High
1192,1192,4811,645,19.43,High
1193,1193,19279,666,17.78,High
1194,1194,11063,684,17.5,Medium
1195,1195,6195,559,23.23,VeryHigh
1196,1196,7436,582,22.34,High
1197,1197,27792,751,13.83,Low
1198,1198,4812,554,23.42,VeryHigh
1199,1199,9184,657,17.13,High
1200,1200,16173,674,21.24,Medium
1201,1201,31402,697,20.97,Medium
1202,1202,21058,706,15.86,Medium
1203,1203,5970,597,21.22,High
1204,1204,5343,727,17.18,Medium
1205,1205,6977,724,14.68,Medium
1206,1206,18924,643,18.86,High
1207,1207,4195,631,17.18,High
1208,1208,3866,621,19.67,High
1209,1209,5723,642,18.44,High
1210,1210,43709,707,15.43,Medium
1211,1211,14364,616,18.97,High
1212,1212,6289,615,19.12,High
1213,1213,14765,678,18.02,Medium
1214,1214,35653,647,21.27,High
1215,1215,13292,626,21.26,High
1216,1216,10378,664,20.22,High
1217,1217,35417,758,16.04,Low
1218,1218,15294,607,20.97,High
1219,1219,6822,551,20.66,VeryHigh
1220,1220,55630,695,16.37,Medium
1221,1221,8469,578,18.86,VeryHigh
1222,1222,7110,715,17.4,Medium
1223,1223,2728,577,20.48,VeryHigh
1224,1224,10365,727,19.15,Medium
1225,1225,6398,585,24.31,High
1226,1226,15844,614,22.54,High
1227,1227,87905,662,18.95,High
1228,1228,8460,791,12.97,Low
1229,1229,7895,743,18.13,Low
1230,1230,17088,622,21.41,High
1231,1231,3611,599,21.57,High
1232,1232,3333,625,20.66,High
1233,1233,10112,642,21.05,High
1234,1234,13282,610,20.41,High
1235,1235,176726,696,19.03,Medium
1236,1236,4696,657,19.4,High
1237,1237,10860,688,19.35,Medium
1238,1238,4133,520,24.58,VeryHigh
1239,1239,45329,640,20.47,High
1240,1240,34458,717,18.79,Medium
1241,1241,28332,595,19.97,High
1242,1242,37480,706,17.52,Medium
1243,1243,4577,686,19.33,Medium
1244,1244,3345,618,18.27,High
1245,1245,12020,642,18.11,High
1246,1246,28499,805,15.07,VeryLow
1247,1247,9877,609,20.72,High
1248,1248,2290,589,22.55,High
1249,1249,14039,602,23.59,High
1250,1250,5468,672,16.06,Medium
1251,1251,53630,714,15.91,Medium
1252,1252,20072,719,15.74,Medium
1253,1253,7548,599,19.27,High
1254,1254,21310,685,18.94,Medium
1255,1255,15696,750,15.61,Low
1256,1256,3347,518,21.49,VeryHigh
1257,1257,7991,644,21.82,High
1258,1258,7598,592,22.68,High
1259,1259,21954,683,18.26,Medium
1260,1260,8276,678,17.34,Medium
1261,1261,10574,715,17.97,Medium
1262,1262,3677,707,17.82,Medium
1263,1263,11822,658,20.14,High
1264,1264,6462,648,17.57,High
1265,1265,2897,629,22.79,High
1266,1266,20975,672,17.8,Medium
1267,1267,12434,713,16.55,Medium
1268,1268,19101,725,19.34,Medium
1269,1269,59784,669,19.68,High
1270,1270,22276,702,20.52,Medium
1271,1271,19316,604,23.53,High
1272,1272,14414,675,17.51,Medium
1273,1273,9971,689,19.22,Medium
1274,1274,57527,687,17.9,Medium
1275,1275,13941,650,18.6,High
1276,1276,5632,577,21.25,VeryHigh
1277,1277,33833,641,20.93,High
1278,1278,32467,690,19.26,Medium
1279,1279,11810,670,20.96,Medium
1280,1280,11082,620,21.75,High
1281,1281,23340,599,20.97,High
1282,1282,38469,784,15.88,Low
1283,1283,4664,583,22.26,High
1284,1284,31532,673,16.03,Medium
1285,1285,12017,714,18.81,Medium
1286,1286,12071,612,20.37,High
1287,1287,22149,800,13.71,VeryLow
1288,1288,4148,637,19.98,High
1289,1289,13236,659,19.71,High
1290,1290,15489,714,16.4,Medium
1291,1291,10254,687,18.66,Medium
1292,1292,26328,647,18.19,High
1293,1293,4352,761,15.86,Low
1294,1294,11358,595,18.96,High
1295,1295,8772,594,22.47,High
1296,1296,19168,675,16.88,Medium
1297,1297,3216,564,23.94,VeryHigh
1298,1298,91393,682,17.78,Medium
1299,1299,3414,510,23.91,VeryHigh
1300,1300,7251,644,19.34,High
1301,1301,5596,563,23.95,VeryHigh
1302,1302,22107,699,19.37,Medium
1303,1303,6748,688,20.91,Medium
1304,1304,80274,710,16.13,Medium
1305,1305,31717,690,18.68,Medium
1306,1306,10792,604,18.82,High
1307,1307,28305,717,15.69,Medium
1308,1308,4132,456,27.17,VeryHigh
1309,1309,21982,692,14.32,Medium
1310,1310,9052,549,22.39,VeryHigh
1311,1311,1995,630,21.4,High
1312,1312,10088,649,19.21,High
1313,1313,8544,666,20.48,High
1314,1314,7535,610,18.78,High
1315,1315,19411,690,17.57,Medium
1316,1316,9554,650,21.34,High
1317,1317,7121,576,20.69,VeryHigh
1318,1318,25630,756,14.63,Low
1319,1319,49051,701,15.51,Medium
1320,1320,11076,722,16.6,Medium
1321,1321,32312,609,18.54,High
1322,1322,17364,651,15.77,High
1323,1323,24849,581,23.29,High
1324,1324,9868,639,21.86,High
1325,1325,5833,606,20.27,High
1326,1326,38207,635,18.81,High
1327,1327,5048,630,19.76,High
1328,1328,128065,773,14.89,Low
1329,1329,17050,552,24.09,VeryHigh
1330,1330,12933,622,20.14,High
1331,1331,1963,512,23.56,VeryHigh
1332,1332,34977,771,15.93,Low
1333,1333,7258,574,20.6,VeryHigh
1334,1334,11828,718,16.41,Medium
1335,1335,16668,659,18.85,High
1336,1336,5149,563,21.79,VeryHigh
1337,1337,23762,616,19.43,High
1338,1338,20791,543,21.56,VeryHigh
1339,1339,8295,622,21.69,High
1340,1340,2727,626,19.17,High
1341,1341,21102,731,16.62,Medium
1342,1342,12257,589,18.17,High
1343,1343,9432,595,22.08,High
1344,1344,6728,625,18.78,High
1345,1345,8169,628,19.47,High
1346,1346,10386,659,19.68,High
1347,1347,7619,601,23.83,High
1348,1348,18755,680,20.02,Medium
1349,1349,10887,690,17.44,Medium
1350,1350,37031,605,22.65,High
1351,1351,12951,725,15.67,Medium
1352,1352,2919,601,20.02,High
1353,1353,2607,638,20.42,High
1354,1354,4948,692,17.18,Medium
1355,1355,99551,792,15.61,Low
1356,1356,44651,691,17.71,Medium
1357,1357,19789,609,21.93,High
1358,1358,5156,621,20.12,High
1359,1359,67699,631,19.11,High
1360,1360,28293,697,18.16,Medium
1361,1361,29548,650,19.14,High
1362,1362,53112,652,21.9,High
1363,1363,5671,623,20.13,High
1364,1364,26541,607,21.55,High
1365,1365,6273,611,18.21,High
1366,1366,24503,761,12.86,Low
1367,1367,6704,545,22.03,VeryHigh
1368,1368,2709,563,22.14,VeryHigh
1369,1369,14129,597,22.93,High
1370,1370,45194,698,17.6,Medium
1371,1371,14661,699,16.84,Medium
1372,1372,14862,635,21.44,High
1373,1373,24499,709,17.56,Medium
1374,1374,16601,697,18.04,Medium
1375,1375,17178,671,16.89,Medium
1376,1376,79726,741,18.75,Low
1377,1377,4295,764,12.67,Low
1378,1378,3439,664,19.84,High
1379,1379,12321,569,21.21,VeryHigh
1380,1380,5964,548,22.83,VeryHigh
1381,1381,13208,571,22.0,VeryHigh
1382,1382,37429,730,15.68,Medium
1383,1383,13532,724,17.14,Medium
1384,1384,6413,613,21.29,High
1385,1385,2200,506,24.88,VeryHigh
1386,1386,51795,657,20.02,High
1387,1387,21009,702,16.09,Medium
1388,1388,9904,670,18.53,Medium
1389,1389,22991,664,17.71,High
1390,1390,3245,664,17.85,High
1391,1391,16596,711,15.96,Medium
1392,1392,2569,528,23.45,VeryHigh
1393,1393,7682,623,23.19,High
1394,1394,52179,639,20.11,High
1395,1395,23568,638,21.07,High
1396,1396,19896,634,21.47,High
1397,1397,9275,679,18.57,Medium
1398,1398,71076,665,20.64,High
1399,1399,18661,631,20.06,High
1400,1400,27924,678,19.41,Medium
1401,1401,7220,689,18.16,Medium
1402,1402,30222,747,14.88,Low
1403,1403,9999,721,16.72,Medium
1404,1404,18781,613,19.19,High
1405,1405,5697,614,19.58,High
1406,1406,3786,611,22.57,High
1407,1407,24287,607,20.13,High
1408,1408,4528,543,22.5,VeryHigh
1409,1409,13414,551,24.4,VeryHigh
1410,1410,10485,652,19.02,High
1411,1411,2769,476,24.87,VeryHigh
1412,1412,23166,640,19.51,High
1413,1413,18085,590,22.63,High
1414,1414,6622,639,19.83,High
1415,1415,127609,781,13.93,Low
1416,1416,16323,706,15.19,Medium
1417,1417,10061,596,19.31,High
1418,1418,4374,627,21.9,High
1419,1419,8637,673,17.71,Medium
1420,1420,20370,568,21.39,VeryHigh
1421,1421,6377,640,22.34,High
1422,1422,2439,542,23.58,VeryHigh
1423,1423,29527,716,15.04,Medium
1424,1424,8864,618,20.04,High
1425,1425,50549,739,16.35,Medium
1426,1426,5792,645,19.42,High
1427,1427,8043,704,17.36,Medium
1428,1428,22020,635,19.79,High
1429,1429,7665,579,21.11,VeryHigh
1430,1430,3092,590,21.95,High
1431,1431,15215,661,19.22,High
1432,1432,6557,612,22.55,High
1433,1433,21124,722,15.84,Medium
1434,1434,22365,783,13.69,Low
1435,1435,4805,767,16.28,Low
1436,1436,13601,709,15.79,Medium
1437,1437,28292,624,21.45,High
1438,1438,7660,624,19.58,High
1439,1439,3189,602,19.89,High
1440,1440,8460,617,19.43,High
1441,1441,59289,732,15.96,Medium
1442,1442,4399,651,20.76,High
1443,1443,10977,705,18.47,Medium
1444,1444,7369,637,21.31,High
1445,1445,26153,705,19.64,Medium
1446,1446,10529,552,21.92,VeryHigh
1447,1447,4830,623,19.65,High
1448,1448,7989,690,19.48,Medium
1449,1449,74731,661,18.75,High
1450,1450,4341,702,16.76,Medium
1451,1451,13963,626,19.88,High
1452,1452,3588,510,23.28,VeryHigh
1453,1453,9014,599,19.12,High
1454,1454,39928,661,18.31,High
1455,1455,20719,698,18.31,Medium
1456,1456,2899,622,22.94,High
1457,1457,16018,670,20.39,Medium
1458,1458,24101,829,11.16,VeryLow
1459,1459,5297,625,23.42,High
1460,1460,22203,667,19.4,High
1461,1461,11082,626,21.83,High
1462,1462,28183,710,16.16,Medium
1463,1463,96953,701,17.94,Medium
1464,1464,29454,731,13.38,Medium
1465,1465,13155,740,16.91,Low
1466,1466,95165,805,11.75,VeryLow
1467,1467,29225,677,20.08,Medium
1468,1468,8172,612,20.4,High
1469,1469,21300,564,23.21,VeryHigh
1470,1470,24047,652,19.71,High
1471,1471,17087,651,17.9,High
1472,1472,9805,717,16.92,Medium
1473,1473,40088,699,20.67,Medium
1474,1474,16359,535,21.2,VeryHigh
1475,1475,12531,664,18.5,High
1476,1476,133604,732,18.69,Medium
1477,1477,3018,473,25.13,VeryHigh
1478,1478,3234,639,18.64,High
1479,1479,14279,610,22.22,High
1480,1480,6906,621,20.11,High
1481,1481,11614,678,20.08,Medium
1482,1482,6884,651,17.96,High
1483,1483,3431,653,19.97,High
1484,1484,3201,513,25.42,VeryHigh
1485,1485,4355,608,20.73,High
1486,1486,3712,470,26.58,VeryHigh
1487,1487,37899,668,19.64,High
1488,1488,4859,652,16.44,High
1489,1489,52083,709,17.64,Medium
1490,1490,21784,675,14.72,Medium
1491,1491,6431,625,19.97,High
1492,1492,4156,567,24.68,VeryHigh
1493,1493,6478,624,23.06,High
1494,1494,83661,830,13.99,VeryLow
1495,1495,2175,578,22.68,VeryHigh
